ZipCode,State,CombinedRate
72530,AR,0.08125
72531,AR,0.075
72532,AR,0.075
72533,AR,0.075
72534,AR,0.0825
72536,AR,0.08
72537,AR,0.075
72538,AR,0.085
72539,AR,0.085
72540,AR,0.07
72542,AR,0.075
72543,AR,0.08125
72544,AR,0.075
72545,AR,0.09125
72546,AR,0.08125
72550,AR,0.0825
72553,AR,0.0825
72554,AR,0.085
72555,AR,0.075
72556,AR,0.09
72560,AR,0.075
72561,AR,0.07
72562,AR,0.0825
72564,AR,0.0825
72565,AR,0.08
72566,AR,0.07
72567,AR,0.075
72568,AR,0.0825
72569,AR,0.075
72571,AR,0.0825
72572,AR,0.09
72573,AR,0.07
72575,AR,0.0825
72576,AR,0.085
72577,AR,0.07
72578,AR,0.085
72579,AR,0.0825
72581,AR,0.08125
72583,AR,0.085
72584,AR,0.07
72585,AR,0.07
72587,AR,0.07
72601,AR,0.0775
72602,AR,0.09
72611,AR,0.07
72613,AR,0.07
72615,AR,0.0775
72616,AR,0.07
72617,AR,0.075
72619,AR,0.085
72623,AR,0.075
72624,AR,0.08
72626,AR,0.095
72628,AR,0.08
72629,AR,0.085
72631,AR,0.07
72632,AR,0.07
72633,AR,0.0775
72634,AR,0.075
72635,AR,0.075
72636,AR,0.085
72638,AR,0.07
72639,AR,0.075
72640,AR,0.08
72641,AR,0.1
72642,AR,0.075
72644,AR,0.0775
72645,AR,0.075
72648,AR,0.08
72650,AR,0.075
72651,AR,0.075
72653,AR,0.075
72654,AR,0.085
72655,AR,0.08
72657,AR,0.075
72658,AR,0.075
72659,AR,0.085
72660,AR,0.07
72661,AR,0.075
72662,AR,0.0775
72663,AR,0.075
72666,AR,0.08
72668,AR,0.075
72669,AR,0.075
72670,AR,0.08
72672,AR,0.08
72675,AR,0.075
72677,AR,0.085
72679,AR,0.075
72680,AR,0.075
72682,AR,0.075
72683,AR,0.08
72685,AR,0.0775
72686,AR,0.075
72687,AR,0.075
72701,AR,0.0975
72702,AR,0.0975
72703,AR,0.0975
72704,AR,0.0975
72711,AR,0.085
72712,AR,0.095
72714,AR,0.085
72715,AR,0.085
72716,AR,0.095
72717,AR,0.0775
72718,AR,0.085
72719,AR,0.095
72721,AR,0.085
72722,AR,0.075
72727,AR,0.085
72728,AR,0.0875
72729,AR,0.0775
72730,AR,0.0975
72732,AR,0.075
72733,AR,0.075
72734,AR,0.075
72735,AR,0.0775
72736,AR,0.075
72737,AR,0.0975
72738,AR,0.085
72739,AR,0.095
72740,AR,0.085
72742,AR,0.085
72744,AR,0.0775
72745,AR,0.095
72747,AR,0.075
72749,AR,0.0775
72751,AR,0.085
72752,AR,0.085
72753,AR,0.0775
72756,AR,0.095
72757,AR,0.095
72758,AR,0.095
72760,AR,0.085
72761,AR,0.095
72762,AR,0.0975
72764,AR,0.0975
72765,AR,0.0975
72766,AR,0.0975
72768,AR,0.075
72769,AR,0.0775
72770,AR,0.0975
72773,AR,0.085
72774,AR,0.0775
72776,AR,0.085
72801,AR,0.09
72802,AR,0.075
72811,AR,0.09
72812,AR,0.09
72820,AR,0.08
72821,AR,0.08
72823,AR,0.075
72824,AR,0.085
72826,AR,0.075
72827,AR,0.085
72828,AR,0.085
72830,AR,0.075
72832,AR,0.085
72833,AR,0.085
72834,AR,0.085
72835,AR,0.075
72837,AR,0.075
72838,AR,0.085
72839,AR,0.075
72840,AR,0.075
72841,AR,0.09125
72842,AR,0.085
72843,AR,0.075
72845,AR,0.075
72846,AR,0.075
72847,AR,0.075
72851,AR,0.075
72852,AR,0.075
72853,AR,0.085
72854,AR,0.075
72855,AR,0.09
72856,AR,0.075
72857,AR,0.085
72858,AR,0.09
72860,AR,0.085
72863,AR,0.075
72865,AR,0.075
72901,AR,0.0975
72902,AR,0.0975
72903,AR,0.0975
72904,AR,0.0975
72905,AR,0.0975
72906,AR,0.0975
72908,AR,0.0975
72913,AR,0.0975
72914,AR,0.0975
72916,AR,0.0775
72917,AR,0.0975
72918,AR,0.0975
72919,AR,0.0975
72921,AR,0.0825
72923,AR,0.0975
72926,AR,0.09125
72927,AR,0.075
72928,AR,0.08
72930,AR,0.08
72932,AR,0.0825
72933,AR,0.095
72934,AR,0.0825
72935,AR,0.0925
72936,AR,0.0775
72937,AR,0.0775
72938,AR,0.0875
72940,AR,0.0775
72941,AR,0.0775
72943,AR,0.075
72944,AR,0.0775
72945,AR,0.0775
72946,AR,0.0825
72947,AR,0.0825
72948,AR,0.0825
72949,AR,0.08
72950,AR,0.09125
72951,AR,0.075
72952,AR,0.0825
72955,AR,0.0825
72956,AR,0.1025
72957,AR,0.1025
72958,AR,0.09125
72959,AR,0.0775
85001,AZ,0.086
85002,AZ,0.086
85003,AZ,0.086
85004,AZ,0.086
85005,AZ,0.086
85006,AZ,0.086
85007,AZ,0.086
85008,AZ,0.086
85009,AZ,0.086
85010,AZ,0.086
85011,AZ,0.086
85012,AZ,0.086
85013,AZ,0.086
85014,AZ,0.086
85015,AZ,0.086
85016,AZ,0.086
85017,AZ,0.086
85018,AZ,0.086
85019,AZ,0.086
85020,AZ,0.086
85021,AZ,0.086
85022,AZ,0.086
85023,AZ,0.086
85024,AZ,0.086
85025,AZ,0.086
85026,AZ,0.086
85027,AZ,0.086
85028,AZ,0.086
85029,AZ,0.086
85030,AZ,0.086
85031,AZ,0.086
85032,AZ,0.086
85033,AZ,0.086
85034,AZ,0.086
85035,AZ,0.086
85036,AZ,0.086
85037,AZ,0.086
85039,AZ,0.063
85040,AZ,0.086
85041,AZ,0.086
85042,AZ,0.086
85043,AZ,0.086
85044,AZ,0.086
85045,AZ,0.086
85046,AZ,0.086
85048,AZ,0.086
85050,AZ,0.086
85051,AZ,0.086
85053,AZ,0.086
85054,AZ,0.086
85060,AZ,0.086
85061,AZ,0.086
85063,AZ,0.086
85064,AZ,0.086
85065,AZ,0.086
85066,AZ,0.086
85067,AZ,0.086
85068,AZ,0.086
85069,AZ,0.086
85070,AZ,0.086
85071,AZ,0.086
85073,AZ,0.063
85074,AZ,0.086
85076,AZ,0.086
85078,AZ,0.086
85079,AZ,0.086
85080,AZ,0.086
85082,AZ,0.086
85083,AZ,0.086
85085,AZ,0.086
85086,AZ,0.063
85087,AZ,0.063
85097,AZ,0.086
85098,AZ,0.086
85117,AZ,0.091
85118,AZ,0.067
85119,AZ,0.091
85120,AZ,0.091
85121,AZ,0.087
85122,AZ,0.087
85123,AZ,0.067
85127,AZ,0.0855
85128,AZ,0.097
85130,AZ,0.087
85131,AZ,0.097
85132,AZ,0.067
85135,AZ,0.096
85137,AZ,0.067
85138,AZ,0.087
85139,AZ,0.067
85140,AZ,0.067
85141,AZ,0.067
85142,AZ,0.0855
85143,AZ,0.067
85145,AZ,0.067
85147,AZ,0.067
85172,AZ,0.067
85173,AZ,0.107
85178,AZ,0.091
85191,AZ,0.067
85192,AZ,0.067
85193,AZ,0.067
85194,AZ,0.067
85201,AZ,0.0805
85202,AZ,0.0805
85203,AZ,0.0805
85204,AZ,0.0805
85205,AZ,0.0805
85206,AZ,0.0805
85207,AZ,0.0805
85208,AZ,0.0805
85209,AZ,0.0805
85210,AZ,0.0805
85211,AZ,0.0805
85212,AZ,0.0805
85213,AZ,0.0805
85214,AZ,0.0805
85215,AZ,0.0805
85216,AZ,0.0805
85224,AZ,0.078
85225,AZ,0.078
85226,AZ,0.078
85233,AZ,0.078
85234,AZ,0.078
85236,AZ,0.078
85244,AZ,0.078
85246,AZ,0.078
85248,AZ,0.078
85249,AZ,0.078
85250,AZ,0.0795
85251,AZ,0.0795
85252,AZ,0.0795
85253,AZ,0.088
85254,AZ,0.086
85255,AZ,0.0795
85256,AZ,0.0795
85257,AZ,0.0795
85258,AZ,0.0795
85259,AZ,0.0795
85260,AZ,0.0795
85261,AZ,0.0795
85262,AZ,0.0795
85263,AZ,0.063
85264,AZ,0.063
85266,AZ,0.0795
85267,AZ,0.0795
85268,AZ,0.089
85269,AZ,0.089
85271,AZ,0.0795
85274,AZ,0.0805
85275,AZ,0.0805
85277,AZ,0.0805
85280,AZ,0.081
85281,AZ,0.081
85282,AZ,0.081
85283,AZ,0.081
85284,AZ,0.081
85285,AZ,0.081
85286,AZ,0.078
85287,AZ,0.081
85295,AZ,0.078
85296,AZ,0.078
85297,AZ,0.078
85298,AZ,0.078
85299,AZ,0.078
85301,AZ,0.092
85302,AZ,0.092
85303,AZ,0.092
85304,AZ,0.092
85305,AZ,0.092
85306,AZ,0.092
85307,AZ,0.092
85308,AZ,0.092
85309,AZ,0.092
85310,AZ,0.086
85311,AZ,0.092
85312,AZ,0.092
85318,AZ,0.092
85320,AZ,0.063
85321,AZ,0.061
85322,AZ,0.063
85323,AZ,0.088
85324,AZ,0.0635
85325,AZ,0.076
85326,AZ,0.093
85327,AZ,0.093
85328,AZ,0.076
85329,AZ,0.088
85331,AZ,0.086
85332,AZ,0.0635
85333,AZ,0.06712
85334,AZ,0.076
85335,AZ,0.093
85336,AZ,0.06712
85337,AZ,0.093
85338,AZ,0.088
85339,AZ,0.086
85340,AZ,0.063
85341,AZ,0.061
85342,AZ,0.063
85343,AZ,0.063
85344,AZ,0.076
85345,AZ,0.081
85346,AZ,0.101
85347,AZ,0.06712
85348,AZ,0.076
85349,AZ,0.10712
85350,AZ,0.06712
85351,AZ,0.063
85352,AZ,0.06712
85353,AZ,0.086
85354,AZ,0.063
85355,AZ,0.063
85356,AZ,0.09212
85357,AZ,0.076
85359,AZ,0.101
85360,AZ,0.0585
85361,AZ,0.063
85362,AZ,0.0635
85363,AZ,0.093
85364,AZ,0.08412
85365,AZ,0.08412
85366,AZ,0.08412
85367,AZ,0.06712
85372,AZ,0.063
85373,AZ,0.063
85374,AZ,0.085
85375,AZ,0.063
85376,AZ,0.063
85377,AZ,0.093
85378,AZ,0.085
85379,AZ,0.085
85380,AZ,0.081
85381,AZ,0.081
85382,AZ,0.081
85383,AZ,0.081
85385,AZ,0.081
85387,AZ,0.085
85388,AZ,0.085
85390,AZ,0.085
85392,AZ,0.088
85395,AZ,0.088
85396,AZ,0.093
85501,AZ,0.086
85531,AZ,0.066
85533,AZ,0.061
85534,AZ,0.061
85535,AZ,0.086
85536,AZ,0.066
85539,AZ,0.091
85540,AZ,0.091
85541,AZ,0.0872
85542,AZ,0.066
85543,AZ,0.066
85544,AZ,0.066
85545,AZ,0.066
85546,AZ,0.091
85547,AZ,0.0872
85548,AZ,0.091
85550,AZ,0.066
85551,AZ,0.066
85552,AZ,0.091
85553,AZ,0.066
85554,AZ,0.066
85601,AZ,0.061
85602,AZ,0.096
85603,AZ,0.096
85605,AZ,0.061
85606,AZ,0.061
85607,AZ,0.089
85608,AZ,0.089
85609,AZ,0.061
85610,AZ,0.061
85611,AZ,0.066
85613,AZ,0.0805
85614,AZ,0.061
85615,AZ,0.061
85616,AZ,0.061
85617,AZ,0.061
85618,AZ,0.067
85619,AZ,0.061
85620,AZ,0.061
85621,AZ,0.086
85622,AZ,0.061
85623,AZ,0.067
85624,AZ,0.066
85625,AZ,0.061
85626,AZ,0.061
85627,AZ,0.061
85628,AZ,0.086
85629,AZ,0.081
85630,AZ,0.061
85631,AZ,0.067
85632,AZ,0.061
85633,AZ,0.061
85634,AZ,0.061
85635,AZ,0.0805
85636,AZ,0.0805
85637,AZ,0.061
85638,AZ,0.096
85640,AZ,0.066
85641,AZ,0.061
85643,AZ,0.061
85645,AZ,0.061
85646,AZ,0.066
85648,AZ,0.066
85650,AZ,0.061
85652,AZ,0.086
85653,AZ,0.061
85658,AZ,0.086
85671,AZ,0.061
85701,AZ,0.081
85702,AZ,0.081
85703,AZ,0.081
85704,AZ,0.061
85705,AZ,0.081
85706,AZ,0.081
85707,AZ,0.081
85708,AZ,0.081
85709,AZ,0.081
85710,AZ,0.081
85711,AZ,0.081
85712,AZ,0.081
85713,AZ,0.081
85714,AZ,0.081
85715,AZ,0.081
85716,AZ,0.081
85717,AZ,0.081
85718,AZ,0.061
85719,AZ,0.081
85720,AZ,0.061
85721,AZ,0.081
85723,AZ,0.081
85724,AZ,0.081
85725,AZ,0.106
85726,AZ,0.081
85728,AZ,0.081
85730,AZ,0.081
85731,AZ,0.081
85732,AZ,0.081
85733,AZ,0.081
85734,AZ,0.081
85735,AZ,0.061
85736,AZ,0.061
85737,AZ,0.086
85738,AZ,0.061
85739,AZ,0.067
85740,AZ,0.061
85741,AZ,0.061
85742,AZ,0.061
85743,AZ,0.061
85744,AZ,0.081
85745,AZ,0.081
85746,AZ,0.061
85747,AZ,0.081
85748,AZ,0.081
85749,AZ,0.061
85750,AZ,0.061
85751,AZ,0.081
85752,AZ,0.061
85754,AZ,0.081
85755,AZ,0.086
85756,AZ,0.061
85757,AZ,0.061
85901,AZ,0.081
85902,AZ,0.081
85920,AZ,0.061
85922,AZ,0.061
85923,AZ,0.061
85924,AZ,0.061
85925,AZ,0.091
85927,AZ,0.061
85928,AZ,0.061
85929,AZ,0.061
85931,AZ,0.069
85932,AZ,0.061
85933,AZ,0.061
85934,AZ,0.061
85935,AZ,0.061
85936,AZ,0.091
85937,AZ,0.081
85938,AZ,0.091
85939,AZ,0.081
85941,AZ,0.061
85942,AZ,0.061
86001,AZ,0.08951
86002,AZ,0.08951
86003,AZ,0.08951
86004,AZ,0.08951
86005,AZ,0.08951
86011,AZ,0.08951
86015,AZ,0.069
86016,AZ,0.069
86017,AZ,0.069
86018,AZ,0.069
86020,AZ,0.069
86021,AZ,0.0885
86022,AZ,0.109
86023,AZ,0.089
86024,AZ,0.069
86025,AZ,0.091
86028,AZ,0.08951
86029,AZ,0.08951
86031,AZ,0.08951
86032,AZ,0.061
86034,AZ,0.061
86036,AZ,0.069
86038,AZ,0.069
86040,AZ,0.099
86044,AZ,0.069
86045,AZ,0.069
86046,AZ,0.069
86047,AZ,0.091
86301,AZ,0.0835
86302,AZ,0.0835
86303,AZ,0.0835
86304,AZ,0.0835
86305,AZ,0.0635
86312,AZ,0.0918
86313,AZ,0.0835
86314,AZ,0.0918
86315,AZ,0.0635
86320,AZ,0.0635
86321,AZ,0.0635
86322,AZ,0.1
86323,AZ,0.1035
86324,AZ,0.0935
86325,AZ,0.0635
86326,AZ,0.0935
86327,AZ,0.0635
86329,AZ,0.0835
86331,AZ,0.0985
86332,AZ,0.0635
86333,AZ,0.0635
86334,AZ,0.0635
86335,AZ,0.0635
86336,AZ,0.0935
86337,AZ,0.0635
86338,AZ,0.0635
86339,AZ,0.099
86340,AZ,0.0935
86342,AZ,0.0635
86343,AZ,0.0635
86351,AZ,0.0635
86401,AZ,0.0835
86402,AZ,0.0835
86403,AZ,0.0785
86404,AZ,0.0785
86405,AZ,0.0785
86406,AZ,0.0785
86409,AZ,0.0585
86411,AZ,0.0585
86412,AZ,0.0585
86413,AZ,0.0585
86426,AZ,0.0585
86427,AZ,0.0585
86429,AZ,0.0785
86430,AZ,0.0785
86431,AZ,0.0585
86432,AZ,0.0585
86433,AZ,0.0585
86434,AZ,0.0585
86436,AZ,0.0585
86437,AZ,0.0585
86438,AZ,0.0585
86439,AZ,0.0785
86440,AZ,0.0585
86441,AZ,0.0585
86442,AZ,0.0785
86443,AZ,0.0835
86444,AZ,0.0585
86445,AZ,0.0585
86446,AZ,0.0585
86503,AZ,0.061
86504,AZ,0.061
86505,AZ,0.061
86506,AZ,0.061
86511,AZ,0.061
86512,AZ,0.061
86514,AZ,0.061
86515,AZ,0.061
86540,AZ,0.061
86545,AZ,0.061
86547,AZ,0.061
86556,AZ,0.061
90001,CA,0.09
90002,CA,0.09
90003,CA,0.09
90004,CA,0.09
90005,CA,0.09
90006,CA,0.09
90007,CA,0.09
90008,CA,0.09
90009,CA,0.09
90010,CA,0.09
90011,CA,0.09
90012,CA,0.09
90013,CA,0.09
90014,CA,0.09
90015,CA,0.09
90016,CA,0.09
90017,CA,0.09
90018,CA,0.09
90019,CA,0.09
90020,CA,0.09
90021,CA,0.09
90022,CA,0.09
90023,CA,0.09
90024,CA,0.09
90025,CA,0.09
90026,CA,0.09
90027,CA,0.09
90028,CA,0.09
90029,CA,0.09
90030,CA,0.09
90031,CA,0.09
90032,CA,0.09
90033,CA,0.09
90034,CA,0.09
90035,CA,0.09
90036,CA,0.09
90037,CA,0.09
90038,CA,0.09
90039,CA,0.09
90040,CA,0.095
90041,CA,0.09
90042,CA,0.09
90043,CA,0.09
90044,CA,0.09
90045,CA,0.09
90046,CA,0.09
90047,CA,0.09
90048,CA,0.09
90049,CA,0.09
90050,CA,0.09
90051,CA,0.09
90052,CA,0.09
90053,CA,0.09
90054,CA,0.09
90055,CA,0.09
90056,CA,0.09
90057,CA,0.09
90058,CA,0.09
90059,CA,0.09
90060,CA,0.09
90061,CA,0.09
90062,CA,0.09
90063,CA,0.09
90064,CA,0.09
90065,CA,0.09
90066,CA,0.09
90067,CA,0.09
90068,CA,0.09
90069,CA,0.09
90070,CA,0.09
90071,CA,0.09
90072,CA,0.09
90073,CA,0.09
90074,CA,0.09
90075,CA,0.09
90076,CA,0.09
90077,CA,0.09
90078,CA,0.09
90079,CA,0.09
90081,CA,0.09
90082,CA,0.09
90083,CA,0.09
90084,CA,0.09
90086,CA,0.09
90087,CA,0.09
90088,CA,0.09
90089,CA,0.09
90090,CA,0.09
90091,CA,0.09
90093,CA,0.09
90094,CA,0.09
90095,CA,0.09
90096,CA,0.09
90099,CA,0.09
90101,CA,0.09
90201,CA,0.09
90202,CA,0.09
90209,CA,0.09
90210,CA,0.09
90211,CA,0.09
90212,CA,0.09
90213,CA,0.09
90220,CA,0.09
90221,CA,0.09
90222,CA,0.09
90223,CA,0.09
90224,CA,0.09
90230,CA,0.095
90231,CA,0.095
90232,CA,0.095
90233,CA,0.095
90239,CA,0.09
90240,CA,0.09
90241,CA,0.09
90242,CA,0.09
90245,CA,0.09
90247,CA,0.09
90248,CA,0.09
90249,CA,0.09
90250,CA,0.09
90251,CA,0.09
90254,CA,0.09
90255,CA,0.09
90260,CA,0.09
90261,CA,0.09
90262,CA,0.09
90263,CA,0.09
90264,CA,0.09
90265,CA,0.09
90266,CA,0.09
90267,CA,0.09
90270,CA,0.09
90272,CA,0.09
90274,CA,0.09
90275,CA,0.09
90277,CA,0.09
90278,CA,0.09
90280,CA,0.1
90290,CA,0.09
90291,CA,0.09
90292,CA,0.09
90293,CA,0.09
90294,CA,0.09
90295,CA,0.09
90296,CA,0.09
90301,CA,0.095
90302,CA,0.095
90303,CA,0.095
90304,CA,0.09
90305,CA,0.095
90306,CA,0.095
90307,CA,0.095
90308,CA,0.095
90309,CA,0.095
90310,CA,0.095
90311,CA,0.095
90401,CA,0.095
90402,CA,0.095
90403,CA,0.095
90404,CA,0.095
90405,CA,0.095
90406,CA,0.095
90408,CA,0.095
90409,CA,0.095
90501,CA,0.09
90502,CA,0.09
90503,CA,0.09
90504,CA,0.09
90505,CA,0.09
90506,CA,0.09
90507,CA,0.09
90508,CA,0.09
90510,CA,0.09
90601,CA,0.09
90602,CA,0.09
90603,CA,0.09
90604,CA,0.09
90605,CA,0.09
90606,CA,0.09
90607,CA,0.09
90608,CA,0.09
90609,CA,0.09
90620,CA,0.08
90621,CA,0.08
90622,CA,0.08
90623,CA,0.08
90630,CA,0.08
90631,CA,0.085
90632,CA,0.085
90633,CA,0.085
90637,CA,0.1
90638,CA,0.1
90639,CA,0.1
90640,CA,0.09
90650,CA,0.09
90651,CA,0.09
90652,CA,0.09
90660,CA,0.1
90662,CA,0.1
90670,CA,0.09
90671,CA,0.09
90680,CA,0.09
90701,CA,0.09
90702,CA,0.09
90703,CA,0.09
90704,CA,0.095
90706,CA,0.09
90707,CA,0.09
90710,CA,0.09
90711,CA,0.09
90712,CA,0.09
90713,CA,0.09
90714,CA,0.09
90715,CA,0.09
90716,CA,0.09
90717,CA,0.09
90720,CA,0.08
90721,CA,0.08
90723,CA,0.09
90731,CA,0.09
90732,CA,0.09
90733,CA,0.09
90734,CA,0.09
90740,CA,0.08
90742,CA,0.08
90743,CA,0.08
90744,CA,0.09
90745,CA,0.09
90746,CA,0.09
90747,CA,0.09
90748,CA,0.09
90749,CA,0.09
90755,CA,0.09
90801,CA,0.09
90802,CA,0.09
90803,CA,0.09
90804,CA,0.09
90805,CA,0.09
90806,CA,0.09
90807,CA,0.09
90808,CA,0.09
90809,CA,0.09
90810,CA,0.09
90813,CA,0.09
90814,CA,0.09
90815,CA,0.09
90822,CA,0.09
90831,CA,0.09
90832,CA,0.09
90833,CA,0.09
90834,CA,0.09
90835,CA,0.09
90840,CA,0.09
90844,CA,0.09
90846,CA,0.09
90853,CA,0.09
90895,CA,0.09
90899,CA,0.09
91001,CA,0.09
91003,CA,0.09
91006,CA,0.09
91007,CA,0.09
91008,CA,0.09
91009,CA,0.09
91010,CA,0.09
91011,CA,0.09
91012,CA,0.09
91016,CA,0.09
91017,CA,0.09
91020,CA,0.09
91021,CA,0.09
91024,CA,0.09
91025,CA,0.09
91030,CA,0.09
91031,CA,0.09
91040,CA,0.09
91041,CA,0.09
91042,CA,0.09
91043,CA,0.09
91046,CA,0.09
91066,CA,0.09
91077,CA,0.09
91101,CA,0.09
91102,CA,0.09
91103,CA,0.09
91104,CA,0.09
91105,CA,0.09
91106,CA,0.09
91107,CA,0.09
91108,CA,0.09
91109,CA,0.09
91114,CA,0.09
91115,CA,0.09
91116,CA,0.09
91117,CA,0.09
91118,CA,0.09
91121,CA,0.09
91123,CA,0.09
91124,CA,0.09
91125,CA,0.09
91126,CA,0.09
91129,CA,0.09
91182,CA,0.09
91184,CA,0.09
91185,CA,0.09
91188,CA,0.09
91189,CA,0.09
91199,CA,0.09
91201,CA,0.09
91202,CA,0.09
91203,CA,0.09
91204,CA,0.09
91205,CA,0.09
91206,CA,0.09
91207,CA,0.09
91208,CA,0.09
91209,CA,0.09
91210,CA,0.09
91214,CA,0.09
91221,CA,0.09
91222,CA,0.09
91224,CA,0.09
91225,CA,0.09
91226,CA,0.09
91301,CA,0.09
91302,CA,0.09
91303,CA,0.09
91304,CA,0.09
91305,CA,0.09
91306,CA,0.09
91307,CA,0.09
91308,CA,0.09
91309,CA,0.09
91311,CA,0.09
91313,CA,0.09
91316,CA,0.09
91319,CA,0.075
91320,CA,0.075
91321,CA,0.09
91322,CA,0.09
91324,CA,0.09
91325,CA,0.09
91326,CA,0.09
91327,CA,0.09
91328,CA,0.09
91329,CA,0.09
91330,CA,0.09
91331,CA,0.09
91333,CA,0.09
91334,CA,0.09
91335,CA,0.09
91337,CA,0.09
91340,CA,0.095
91341,CA,0.095
91342,CA,0.09
91343,CA,0.09
91344,CA,0.09
91345,CA,0.09
91346,CA,0.09
91350,CA,0.09
91351,CA,0.09
91352,CA,0.09
91353,CA,0.09
91354,CA,0.09
91355,CA,0.09
91356,CA,0.09
91357,CA,0.09
91358,CA,0.075
91359,CA,0.075
91360,CA,0.075
91361,CA,0.075
91362,CA,0.075
91364,CA,0.09
91365,CA,0.09
91367,CA,0.09
91371,CA,0.09
91372,CA,0.09
91376,CA,0.09
91377,CA,0.075
91380,CA,0.09
91381,CA,0.09
91382,CA,0.09
91383,CA,0.09
91384,CA,0.09
91385,CA,0.09
91386,CA,0.09
91387,CA,0.09
91390,CA,0.09
91392,CA,0.09
91393,CA,0.09
91394,CA,0.09
91395,CA,0.09
91396,CA,0.09
91401,CA,0.09
91402,CA,0.09
91403,CA,0.09
91404,CA,0.09
91405,CA,0.09
91406,CA,0.09
91407,CA,0.09
91408,CA,0.09
91409,CA,0.09
91411,CA,0.09
91412,CA,0.09
91413,CA,0.09
91416,CA,0.09
91423,CA,0.09
91426,CA,0.09
91436,CA,0.09
91470,CA,0.09
91482,CA,0.09
91495,CA,0.09
91496,CA,0.09
91501,CA,0.09
91502,CA,0.09
91503,CA,0.09
91504,CA,0.09
91505,CA,0.09
91506,CA,0.09
91507,CA,0.09
91508,CA,0.09
91510,CA,0.09
91521,CA,0.09
91522,CA,0.09
91523,CA,0.09
91526,CA,0.09
91601,CA,0.09
91602,CA,0.09
91603,CA,0.09
91604,CA,0.09
91605,CA,0.09
91606,CA,0.09
91607,CA,0.09
91608,CA,0.09
91609,CA,0.09
91610,CA,0.09
91611,CA,0.09
91612,CA,0.09
91614,CA,0.09
91615,CA,0.09
91617,CA,0.09
91618,CA,0.09
91701,CA,0.08
91702,CA,0.09
91706,CA,0.09
91708,CA,0.08
91709,CA,0.08
91710,CA,0.08
91711,CA,0.09
91714,CA,0.09
91715,CA,0.09
91722,CA,0.09
91723,CA,0.09
91724,CA,0.09
91729,CA,0.08
91730,CA,0.08
91731,CA,0.095
91732,CA,0.095
91733,CA,0.095
91734,CA,0.095
91737,CA,0.08
91739,CA,0.08
91740,CA,0.09
91741,CA,0.09
91743,CA,0.08
91744,CA,0.09
91745,CA,0.09
91746,CA,0.09
91747,CA,0.09
91748,CA,0.09
91750,CA,0.09
91752,CA,0.08
91754,CA,0.09
91755,CA,0.09
91756,CA,0.09
91759,CA,0.08
91761,CA,0.08
91762,CA,0.08
91763,CA,0.0825
91764,CA,0.08
91765,CA,0.09
91766,CA,0.09
91767,CA,0.09
91768,CA,0.09
91769,CA,0.09
91770,CA,0.09
91771,CA,0.09
91772,CA,0.09
91773,CA,0.09
91775,CA,0.09
91776,CA,0.09
91778,CA,0.09
91780,CA,0.09
91784,CA,0.08
91785,CA,0.08
91786,CA,0.08
91788,CA,0.09
91789,CA,0.09
91790,CA,0.09
91791,CA,0.09
91792,CA,0.09
91793,CA,0.09
91801,CA,0.09
91802,CA,0.09
91803,CA,0.09
91804,CA,0.09
91896,CA,0.09
91899,CA,0.09
91901,CA,0.08
91902,CA,0.08
91903,CA,0.08
91905,CA,0.08
91906,CA,0.08
91908,CA,0.08
91910,CA,0.08
91911,CA,0.08
91912,CA,0.08
91913,CA,0.08
91914,CA,0.08
91915,CA,0.08
91916,CA,0.08
91917,CA,0.08
91921,CA,0.08
91931,CA,0.08
91932,CA,0.08
91933,CA,0.08
91934,CA,0.08
91935,CA,0.08
91941,CA,0.0875
91942,CA,0.0875
91943,CA,0.0875
91944,CA,0.0875
91945,CA,0.08
91946,CA,0.08
91948,CA,0.08
91950,CA,0.09
91951,CA,0.09
91962,CA,0.08
91963,CA,0.08
91976,CA,0.08
91977,CA,0.08
91978,CA,0.08
91979,CA,0.08
91980,CA,0.08
92003,CA,0.08
92004,CA,0.08
92007,CA,0.08
92008,CA,0.08
92009,CA,0.08
92010,CA,0.08
92011,CA,0.08
92013,CA,0.08
92014,CA,0.08
92018,CA,0.08
92019,CA,0.08
92020,CA,0.085
92021,CA,0.08
92022,CA,0.085
92023,CA,0.08
92024,CA,0.08
92025,CA,0.08
92026,CA,0.08
92027,CA,0.08
92028,CA,0.08
92029,CA,0.08
92030,CA,0.08
92033,CA,0.08
92036,CA,0.08
92037,CA,0.08
92038,CA,0.08
92039,CA,0.08
92040,CA,0.08
92046,CA,0.08
92049,CA,0.08
92051,CA,0.08
92052,CA,0.08
92054,CA,0.08
92055,CA,0.08
92056,CA,0.08
92057,CA,0.08
92058,CA,0.08
92059,CA,0.08
92060,CA,0.08
92061,CA,0.08
92064,CA,0.08
92065,CA,0.08
92066,CA,0.08
92067,CA,0.08
92068,CA,0.08
92069,CA,0.08
92070,CA,0.08
92071,CA,0.08
92072,CA,0.08
92074,CA,0.08
92075,CA,0.08
92078,CA,0.08
92079,CA,0.08
92081,CA,0.085
92082,CA,0.08
92083,CA,0.085
92084,CA,0.085
92085,CA,0.085
92086,CA,0.08
92088,CA,0.08
92091,CA,0.08
92092,CA,0.08
92093,CA,0.08
92096,CA,0.08
92101,CA,0.08
92102,CA,0.08
92103,CA,0.08
92104,CA,0.08
92105,CA,0.08
92106,CA,0.08
92107,CA,0.08
92108,CA,0.08
92109,CA,0.08
92110,CA,0.08
92111,CA,0.08
