ZipCode,State,CombinedRate
28698,NC,0.0675
28699,NC,0.0675
28701,NC,0.07
28702,NC,0.0675
28704,NC,0.07
28705,NC,0.0675
28707,NC,0.0675
28708,NC,0.0675
28709,NC,0.07
28710,NC,0.0675
28711,NC,0.07
28712,NC,0.0675
28713,NC,0.0675
28714,NC,0.0675
28715,NC,0.07
28716,NC,0.07
28717,NC,0.0675
28718,NC,0.0675
28719,NC,0.0675
28720,NC,0.0675
28721,NC,0.07
28722,NC,0.0675
28723,NC,0.0675
28724,NC,0.0675
28725,NC,0.0675
28726,NC,0.0675
28727,NC,0.0675
28728,NC,0.07
28729,NC,0.0675
28730,NC,0.07
28731,NC,0.0675
28732,NC,0.0675
28733,NC,0.0675
28734,NC,0.0675
28735,NC,0.0675
28736,NC,0.0675
28738,NC,0.07
28739,NC,0.0675
28740,NC,0.0675
28741,NC,0.0675
28742,NC,0.0675
28743,NC,0.0675
28744,NC,0.0675
28745,NC,0.07
28746,NC,0.0675
28747,NC,0.0675
28748,NC,0.07
28751,NC,0.07
28752,NC,0.0675
28753,NC,0.0675
28754,NC,0.0675
28755,NC,0.0675
28756,NC,0.0675
28757,NC,0.07
28758,NC,0.0675
28759,NC,0.0675
28760,NC,0.0675
28761,NC,0.0675
28762,NC,0.0675
28763,NC,0.0675
28765,NC,0.0675
28766,NC,0.0675
28768,NC,0.0675
28770,NC,0.07
28771,NC,0.0675
28772,NC,0.0675
28773,NC,0.0675
28774,NC,0.0675
28775,NC,0.0675
28776,NC,0.07
28777,NC,0.0675
28778,NC,0.07
28779,NC,0.0675
28781,NC,0.0675
28782,NC,0.0675
28783,NC,0.0675
28784,NC,0.0675
28785,NC,0.07
28786,NC,0.07
28787,NC,0.07
28788,NC,0.0675
28789,NC,0.0675
28790,NC,0.0675
28791,NC,0.0675
28792,NC,0.0675
28793,NC,0.0675
28801,NC,0.07
28802,NC,0.07
28803,NC,0.07
28804,NC,0.07
28805,NC,0.07
28806,NC,0.07
28810,NC,0.07
28813,NC,0.07
28814,NC,0.07
28815,NC,0.07
28816,NC,0.07
28901,NC,0.0675
28902,NC,0.0675
28904,NC,0.0675
28905,NC,0.0675
28906,NC,0.0675
28909,NC,0.0675
58001,ND,0.05
58002,ND,0.055
58004,ND,0.055
58005,ND,0.055
58006,ND,0.055
58007,ND,0.055
58008,ND,0.05
58009,ND,0.05
58011,ND,0.055
58012,ND,0.065
58013,ND,0.05
58015,ND,0.05
58016,ND,0.05
58017,ND,0.05
58018,ND,0.05
58021,ND,0.055
58027,ND,0.07
58029,ND,0.055
58030,ND,0.05
58031,ND,0.05
58032,ND,0.065
58033,ND,0.05
58035,ND,0.05
58036,ND,0.055
58038,ND,0.055
58040,ND,0.07
58041,ND,0.07
58042,ND,0.055
58043,ND,0.05
58045,ND,0.07
58046,ND,0.08
58047,ND,0.055
58048,ND,0.055
58049,ND,0.05
58051,ND,0.075
58052,ND,0.055
58053,ND,0.05
58054,ND,0.07
58056,ND,0.05
58057,ND,0.05
58058,ND,0.05
58059,ND,0.055
58060,ND,0.05
58061,ND,0.05
58062,ND,0.05
58063,ND,0.05
58064,ND,0.055
58065,ND,0.05
58067,ND,0.05
58068,ND,0.05
58069,ND,0.05
58071,ND,0.075
58072,ND,0.075
58075,ND,0.07
58076,ND,0.07
58077,ND,0.05
58078,ND,0.075
58079,ND,0.055
58081,ND,0.05
58102,ND,0.075
58103,ND,0.075
58104,ND,0.075
58105,ND,0.075
58106,ND,0.075
58107,ND,0.075
58108,ND,0.075
58109,ND,0.075
58121,ND,0.075
58122,ND,0.075
58124,ND,0.075
58125,ND,0.075
58126,ND,0.075
58201,ND,0.0675
58202,ND,0.0675
58203,ND,0.0675
58204,ND,0.05
58205,ND,0.05
58206,ND,0.0675
58207,ND,0.0675
58208,ND,0.0675
58210,ND,0.0525
58212,ND,0.05
58214,ND,0.05
58216,ND,0.05
58218,ND,0.05
58219,ND,0.05
58220,ND,0.07
58222,ND,0.05
58223,ND,0.05
58224,ND,0.05
58225,ND,0.065
58227,ND,0.05
58228,ND,0.05
58229,ND,0.0525
58230,ND,0.08
58231,ND,0.0525
58233,ND,0.0525
58235,ND,0.05
58236,ND,0.05
58237,ND,0.0775
58238,ND,0.05
58239,ND,0.05
58240,ND,0.07
58241,ND,0.05
58243,ND,0.0525
58244,ND,0.05
58249,ND,0.07
58250,ND,0.0525
58251,ND,0.05
58254,ND,0.05
58255,ND,0.05
58256,ND,0.05
58257,ND,0.07
58258,ND,0.05
58259,ND,0.05
58260,ND,0.05
58261,ND,0.0525
58262,ND,0.05
58265,ND,0.07
58266,ND,0.05
58267,ND,0.05
58269,ND,0.05
58270,ND,0.0725
58271,ND,0.075
58272,ND,0.05
58273,ND,0.0525
58274,ND,0.07
58275,ND,0.05
58276,ND,0.05
58277,ND,0.06
58278,ND,0.05
58281,ND,0.05
58282,ND,0.07
58301,ND,0.07
58310,ND,0.05
58311,ND,0.05
58313,ND,0.05
58316,ND,0.05
58317,ND,0.05
58318,ND,0.07
58321,ND,0.05
58323,ND,0.05
58324,ND,0.07
58325,ND,0.05
58327,ND,0.05
58329,ND,0.05
58330,ND,0.05
58331,ND,0.05
58332,ND,0.05
58335,ND,0.05
58338,ND,0.05
58339,ND,0.05
58341,ND,0.07
58343,ND,0.05
58344,ND,0.06
58345,ND,0.05
58346,ND,0.05
58348,ND,0.05
58351,ND,0.05
58352,ND,0.05
58353,ND,0.05
58355,ND,0.05
58356,ND,0.07
58357,ND,0.05
58361,ND,0.05
58362,ND,0.05
58363,ND,0.05
58365,ND,0.05
58366,ND,0.07
58367,ND,0.07
58368,ND,0.07
58369,ND,0.06
58370,ND,0.05
58372,ND,0.05
58374,ND,0.05
58377,ND,0.05
58379,ND,0.05
58380,ND,0.05
58381,ND,0.05
58382,ND,0.05
58384,ND,0.05
58385,ND,0.05
58386,ND,0.05
58401,ND,0.07
58402,ND,0.07
58405,ND,0.07
58413,ND,0.06
58415,ND,0.05
58416,ND,0.05
58418,ND,0.05
58420,ND,0.05
58421,ND,0.07
58422,ND,0.05
58423,ND,0.05
58424,ND,0.05
58425,ND,0.065
58426,ND,0.05
58428,ND,0.05
58429,ND,0.05
58430,ND,0.05
58431,ND,0.05
58433,ND,0.05
58436,ND,0.06
58438,ND,0.05
58439,ND,0.05
58440,ND,0.05
58441,ND,0.05
58442,ND,0.05
58443,ND,0.05
58444,ND,0.05
58445,ND,0.05
58448,ND,0.05
58451,ND,0.05
58452,ND,0.05
58454,ND,0.05
58455,ND,0.05
58456,ND,0.05
58458,ND,0.07
58460,ND,0.05
58461,ND,0.05
58463,ND,0.05
58464,ND,0.05
58466,ND,0.05
58467,ND,0.05
58472,ND,0.05
58474,ND,0.07
58475,ND,0.05
58476,ND,0.05
58477,ND,0.055
58478,ND,0.05
58479,ND,0.05
58480,ND,0.05
58481,ND,0.05
58482,ND,0.07
58483,ND,0.05
58484,ND,0.05
58486,ND,0.05
58487,ND,0.05
58488,ND,0.05
58490,ND,0.05
58492,ND,0.05
58494,ND,0.055
58495,ND,0.065
58496,ND,0.05
58497,ND,0.05
58501,ND,0.065
58502,ND,0.065
58503,ND,0.065
58504,ND,0.065
58505,ND,0.065
58506,ND,0.065
58507,ND,0.065
58520,ND,0.055
58521,ND,0.055
58523,ND,0.07
58524,ND,0.05
58528,ND,0.05
58529,ND,0.05
58530,ND,0.05
58531,ND,0.05
58532,ND,0.055
58533,ND,0.06
58535,ND,0.055
58538,ND,0.05
58540,ND,0.05
58541,ND,0.05
58542,ND,0.05
58544,ND,0.05
58545,ND,0.065
58549,ND,0.05
58552,ND,0.07
58554,ND,0.0725
58558,ND,0.055
58559,ND,0.05
58560,ND,0.055
58561,ND,0.07
58562,ND,0.05
58563,ND,0.055
58564,ND,0.05
58565,ND,0.05
58566,ND,0.055
58568,ND,0.05
58569,ND,0.05
58570,ND,0.055
58571,ND,0.05
58572,ND,0.055
58573,ND,0.05
58575,ND,0.05
58576,ND,0.07
58577,ND,0.07
58579,ND,0.055
58580,ND,0.05
58581,ND,0.05
58601,ND,0.065
58602,ND,0.065
58620,ND,0.05
58621,ND,0.05
58622,ND,0.05
58623,ND,0.06
58625,ND,0.05
58626,ND,0.05
58627,ND,0.05
58630,ND,0.05
58631,ND,0.065
58632,ND,0.05
58634,ND,0.05
58636,ND,0.05
58638,ND,0.055
58639,ND,0.05
58640,ND,0.05
58641,ND,0.05
58642,ND,0.05
58643,ND,0.05
58644,ND,0.05
58645,ND,0.05
58646,ND,0.07
58647,ND,0.05
58649,ND,0.05
58650,ND,0.07
58651,ND,0.05
58652,ND,0.05
58653,ND,0.05
58654,ND,0.05
58655,ND,0.05
58656,ND,0.05
58701,ND,0.075
58702,ND,0.075
58703,ND,0.075
58704,ND,0.055
58705,ND,0.055
58707,ND,0.075
58710,ND,0.05
58711,ND,0.05
58712,ND,0.05
58713,ND,0.05
58716,ND,0.05
58718,ND,0.055
58721,ND,0.05
58722,ND,0.055
58723,ND,0.05
58725,ND,0.055
58727,ND,0.05
58730,ND,0.08
58731,ND,0.05
58733,ND,0.055
58734,ND,0.055
58735,ND,0.055
58736,ND,0.05
58737,ND,0.05
58740,ND,0.07
58741,ND,0.05
58744,ND,0.05
58746,ND,0.075
58748,ND,0.05
58750,ND,0.05
58752,ND,0.05
58755,ND,0.06
58756,ND,0.055
58757,ND,0.05
58758,ND,0.05
58759,ND,0.055
58760,ND,0.05
58761,ND,0.05
58762,ND,0.05
58763,ND,0.05
58765,ND,0.05
58768,ND,0.055
58769,ND,0.05
58770,ND,0.05
58771,ND,0.05
58772,ND,0.05
58773,ND,0.05
58775,ND,0.05
58776,ND,0.05
58778,ND,0.05
58779,ND,0.055
58781,ND,0.055
58782,ND,0.05
58783,ND,0.05
58784,ND,0.05
58785,ND,0.075
58787,ND,0.05
58788,ND,0.05
58789,ND,0.05
58790,ND,0.07
58792,ND,0.05
58793,ND,0.06
58794,ND,0.05
58795,ND,0.06
58801,ND,0.08
58802,ND,0.08
58803,ND,0.08
58830,ND,0.06
58831,ND,0.05
58833,ND,0.05
58835,ND,0.05
58838,ND,0.05
58843,ND,0.06
58844,ND,0.05
58845,ND,0.06
58847,ND,0.05
58849,ND,0.06
58852,ND,0.06
58853,ND,0.06
58854,ND,0.065
58856,ND,0.06
68001,NE,0.055
68002,NE,0.055
68003,NE,0.07
68004,NE,0.07
68005,NE,0.07
68007,NE,0.055
68008,NE,0.07
68010,NE,0.055
68014,NE,0.055
68015,NE,0.055
68016,NE,0.055
68017,NE,0.055
68018,NE,0.055
68019,NE,0.055
68020,NE,0.065
68022,NE,0.055
68023,NE,0.055
68025,NE,0.07
68026,NE,0.07
68028,NE,0.055
68029,NE,0.055
68030,NE,0.06
68031,NE,0.055
68033,NE,0.055
68034,NE,0.055
68036,NE,0.055
68037,NE,0.055
68038,NE,0.07
68039,NE,0.055
68040,NE,0.055
68041,NE,0.055
68042,NE,0.055
68044,NE,0.055
68045,NE,0.065
68046,NE,0.07
68047,NE,0.055
68048,NE,0.055
68050,NE,0.055
68055,NE,0.055
68056,NE,0.055
68057,NE,0.055
68058,NE,0.055
68059,NE,0.055
68061,NE,0.07
68062,NE,0.055
68063,NE,0.065
68064,NE,0.055
68065,NE,0.055
68066,NE,0.07
68067,NE,0.055
68068,NE,0.055
68069,NE,0.055
68070,NE,0.055
68071,NE,0.055
68072,NE,0.055
68073,NE,0.055
68102,NE,0.07
68103,NE,0.07
68104,NE,0.07
68105,NE,0.07
68106,NE,0.07
68107,NE,0.07
68108,NE,0.07
68109,NE,0.07
68110,NE,0.07
68111,NE,0.07
68112,NE,0.07
68113,NE,0.055
68114,NE,0.07
68116,NE,0.055
68117,NE,0.07
68118,NE,0.07
68122,NE,0.055
68123,NE,0.055
68124,NE,0.07
68127,NE,0.07
68128,NE,0.075
68130,NE,0.07
68131,NE,0.07
68132,NE,0.07
68133,NE,0.055
68134,NE,0.07
68135,NE,0.055
68136,NE,0.055
68137,NE,0.07
68138,NE,0.055
68139,NE,0.07
68142,NE,0.055
68144,NE,0.07
68145,NE,0.07
68147,NE,0.07
68152,NE,0.07
68154,NE,0.07
68157,NE,0.07
68164,NE,0.07
68175,NE,0.07
68178,NE,0.07
68179,NE,0.07
68180,NE,0.07
68182,NE,0.07
68183,NE,0.07
68197,NE,0.07
68198,NE,0.07
68301,NE,0.055
68303,NE,0.055
68304,NE,0.055
68305,NE,0.065
68307,NE,0.055
68309,NE,0.055
68310,NE,0.07
68313,NE,0.055
68314,NE,0.055
68315,NE,0.055
68316,NE,0.055
68317,NE,0.055
68318,NE,0.055
68319,NE,0.055
68320,NE,0.055
68321,NE,0.065
68322,NE,0.055
68323,NE,0.055
68324,NE,0.055
68325,NE,0.055
68326,NE,0.055
68327,NE,0.065
68328,NE,0.055
68329,NE,0.055
68330,NE,0.065
68331,NE,0.055
68332,NE,0.055
68333,NE,0.07
68335,NE,0.055
68336,NE,0.055
68337,NE,0.055
68338,NE,0.055
68339,NE,0.055
68340,NE,0.055
68341,NE,0.055
68342,NE,0.055
68343,NE,0.055
68344,NE,0.07
68345,NE,0.055
68346,NE,0.055
68347,NE,0.055
68348,NE,0.055
68349,NE,0.055
68350,NE,0.055
68351,NE,0.07
68352,NE,0.075
68354,NE,0.055
68355,NE,0.07
68357,NE,0.055
68358,NE,0.055
68359,NE,0.065
68360,NE,0.055
68361,NE,0.075
68362,NE,0.055
68364,NE,0.055
68365,NE,0.055
68366,NE,0.055
68367,NE,0.055
68368,NE,0.055
68370,NE,0.065
68371,NE,0.07
68372,NE,0.055
68375,NE,0.055
68376,NE,0.055
68377,NE,0.055
68378,NE,0.055
68379,NE,0.055
68380,NE,0.055
68381,NE,0.055
68382,NE,0.055
68401,NE,0.055
68402,NE,0.055
68403,NE,0.055
68404,NE,0.055
68405,NE,0.065
68406,NE,0.055
68407,NE,0.055
68409,NE,0.055
68410,NE,0.075
68413,NE,0.055
68414,NE,0.055
68415,NE,0.055
68416,NE,0.055
68417,NE,0.055
68418,NE,0.055
68419,NE,0.055
68420,NE,0.07
68421,NE,0.065
68422,NE,0.055
68423,NE,0.055
68424,NE,0.055
68428,NE,0.055
68429,NE,0.055
68430,NE,0.055
68431,NE,0.055
68433,NE,0.055
68434,NE,0.07
68436,NE,0.055
68437,NE,0.055
68438,NE,0.055
68439,NE,0.055
68440,NE,0.055
68441,NE,0.055
68442,NE,0.055
68443,NE,0.065
68444,NE,0.055
68445,NE,0.055
68446,NE,0.065
68447,NE,0.055
68448,NE,0.055
68450,NE,0.07
68452,NE,0.055
68453,NE,0.055
68454,NE,0.055
68455,NE,0.055
68456,NE,0.07
68457,NE,0.055
68458,NE,0.055
68460,NE,0.055
68461,NE,0.055
68462,NE,0.065
68463,NE,0.065
68464,NE,0.055
68465,NE,0.065
68466,NE,0.07
68467,NE,0.075
68501,NE,0.0725
68502,NE,0.0725
68503,NE,0.0725
68504,NE,0.0725
68505,NE,0.0725
68506,NE,0.0725
68507,NE,0.0725
68508,NE,0.0725
68510,NE,0.0725
68512,NE,0.0725
68514,NE,0.055
68516,NE,0.0725
68517,NE,0.055
68520,NE,0.055
68521,NE,0.0725
68522,NE,0.0725
68523,NE,0.055
68524,NE,0.0725
68526,NE,0.0725
68527,NE,0.055
68528,NE,0.0725
68529,NE,0.0725
68531,NE,0.055
68532,NE,0.055
68542,NE,0.0725
68544,NE,0.0725
68583,NE,0.0725
68588,NE,0.0725
68601,NE,0.07
68602,NE,0.055
68620,NE,0.07
68621,NE,0.055
68622,NE,0.055
68623,NE,0.055
68624,NE,0.055
68626,NE,0.055
68627,NE,0.055
68628,NE,0.055
68629,NE,0.055
68631,NE,0.055
68632,NE,0.075
68633,NE,0.055
68634,NE,0.07
68635,NE,0.055
68636,NE,0.065
68637,NE,0.055
68638,NE,0.07
68640,NE,0.055
68641,NE,0.055
68642,NE,0.055
68643,NE,0.055
68644,NE,0.055
68647,NE,0.055
68648,NE,0.055
68649,NE,0.07
68651,NE,0.055
68652,NE,0.055
68653,NE,0.055
68654,NE,0.055
68655,NE,0.055
68658,NE,0.055
68659,NE,0.055
68660,NE,0.055
68661,NE,0.07
68662,NE,0.055
68663,NE,0.055
68664,NE,0.055
68665,NE,0.055
68666,NE,0.07
68667,NE,0.055
68669,NE,0.055
68701,NE,0.075
68702,NE,0.075
68710,NE,0.055
68711,NE,0.055
68713,NE,0.07
68714,NE,0.07
68715,NE,0.07
68716,NE,0.055
68717,NE,0.055
68718,NE,0.055
68719,NE,0.055
68720,NE,0.055
68722,NE,0.055
68723,NE,0.055
68724,NE,0.055
68725,NE,0.065
68726,NE,0.07
68727,NE,0.055
68728,NE,0.055
68729,NE,0.055
68730,NE,0.055
68731,NE,0.06
68732,NE,0.055
68733,NE,0.055
68734,NE,0.055
68735,NE,0.055
68736,NE,0.055
68738,NE,0.055
68739,NE,0.055
68740,NE,0.055
68741,NE,0.06
68742,NE,0.055
68743,NE,0.06
68745,NE,0.055
68746,NE,0.055
68747,NE,0.055
68748,NE,0.07
68749,NE,0.055
68751,NE,0.055
68752,NE,0.055
68753,NE,0.055
68755,NE,0.055
68756,NE,0.065
68757,NE,0.055
68758,NE,0.055
68759,NE,0.055
68760,NE,0.065
68761,NE,0.055
68763,NE,0.07
68764,NE,0.055
68765,NE,0.065
68766,NE,0.055
68767,NE,0.065
68768,NE,0.055
68769,NE,0.07
68770,NE,0.07
68771,NE,0.055
68773,NE,0.055
68774,NE,0.055
68776,NE,0.06
68777,NE,0.055
68778,NE,0.065
68779,NE,0.07
68780,NE,0.055
68781,NE,0.055
68783,NE,0.055
68784,NE,0.065
68785,NE,0.055
68786,NE,0.065
68787,NE,0.07
68788,NE,0.07
68789,NE,0.055
68790,NE,0.055
68791,NE,0.07
68792,NE,0.055
68801,NE,0.07
68802,NE,0.07
68803,NE,0.07
68810,NE,0.055
68812,NE,0.055
68813,NE,0.055
68814,NE,0.055
68815,NE,0.055
68816,NE,0.055
68817,NE,0.055
68818,NE,0.055
68820,NE,0.055
68821,NE,0.055
68822,NE,0.07
68823,NE,0.055
68824,NE,0.055
68825,NE,0.065
68826,NE,0.065
68827,NE,0.055
68828,NE,0.055
68831,NE,0.055
68832,NE,0.055
68833,NE,0.055
68834,NE,0.055
68835,NE,0.055
68836,NE,0.055
68837,NE,0.055
68838,NE,0.055
68840,NE,0.055
68841,NE,0.055
68842,NE,0.055
68843,NE,0.055
68844,NE,0.055
68845,NE,0.07
68846,NE,0.055
68847,NE,0.07
68848,NE,0.07
68849,NE,0.07
68850,NE,0.07
68852,NE,0.055
68853,NE,0.07
68854,NE,0.055
68855,NE,0.055
68856,NE,0.055
68858,NE,0.055
68859,NE,0.055
68860,NE,0.065
68861,NE,0.055
68862,NE,0.07
68863,NE,0.055
68864,NE,0.055
68865,NE,0.055
68866,NE,0.055
68869,NE,0.055
68870,NE,0.055
68871,NE,0.055
68872,NE,0.055
68873,NE,0.065
68874,NE,0.07
68875,NE,0.055
68876,NE,0.055
68878,NE,0.055
68879,NE,0.055
68881,NE,0.055
68882,NE,0.055
68883,NE,0.055
68901,NE,0.07
68902,NE,0.07
68920,NE,0.075
68922,NE,0.065
68923,NE,0.055
68924,NE,0.055
68925,NE,0.055
68926,NE,0.065
68927,NE,0.055
68928,NE,0.055
68929,NE,0.055
68930,NE,0.055
68932,NE,0.055
68933,NE,0.065
68934,NE,0.065
68935,NE,0.055
68936,NE,0.055
68937,NE,0.055
68938,NE,0.065
68939,NE,0.065
68940,NE,0.055
68941,NE,0.055
68942,NE,0.055
68943,NE,0.055
68944,NE,0.065
68945,NE,0.055
68946,NE,0.055
68947,NE,0.065
68948,NE,0.055
68949,NE,0.07
68950,NE,0.055
68952,NE,0.055
68954,NE,0.055
68955,NE,0.055
68956,NE,0.055
68957,NE,0.055
68958,NE,0.055
68959,NE,0.075
68960,NE,0.055
68961,NE,0.065
68964,NE,0.055
68966,NE,0.055
68967,NE,0.055
68969,NE,0.055
68970,NE,0.07
68971,NE,0.055
68972,NE,0.055
68973,NE,0.055
68974,NE,0.055
68975,NE,0.055
68976,NE,0.055
68977,NE,0.055
68978,NE,0.065
68979,NE,0.07
68980,NE,0.055
68981,NE,0.055
68982,NE,0.055
69001,NE,0.07
69020,NE,0.055
69021,NE,0.07
69022,NE,0.07
69023,NE,0.055
69024,NE,0.055
69025,NE,0.065
69026,NE,0.055
69027,NE,0.055
69028,NE,0.055
69029,NE,0.055
69030,NE,0.055
69032,NE,0.055
69033,NE,0.065
69034,NE,0.055
69036,NE,0.055
69037,NE,0.055
69038,NE,0.055
69039,NE,0.055
69040,NE,0.055
69041,NE,0.055
69042,NE,0.055
69043,NE,0.055
69044,NE,0.055
69045,NE,0.055
69046,NE,0.055
69101,NE,0.07
69103,NE,0.07
69120,NE,0.065
69121,NE,0.055
69122,NE,0.055
69123,NE,0.055
69125,NE,0.055
69127,NE,0.055
69128,NE,0.055
69129,NE,0.055
69130,NE,0.07
69131,NE,0.055
69132,NE,0.055
69133,NE,0.055
69134,NE,0.055
69138,NE,0.07
69140,NE,0.065
69141,NE,0.055
69142,NE,0.055
69143,NE,0.055
69144,NE,0.055
69145,NE,0.07
69146,NE,0.055
69147,NE,0.055
69148,NE,0.055
69149,NE,0.055
69150,NE,0.055
69151,NE,0.055
69152,NE,0.055
69153,NE,0.07
69154,NE,0.07
69155,NE,0.055
69156,NE,0.055
69157,NE,0.055
69161,NE,0.055
69162,NE,0.075
69163,NE,0.055
69165,NE,0.055
69166,NE,0.055
69167,NE,0.055
69168,NE,0.055
69169,NE,0.055
69170,NE,0.055
69171,NE,0.055
69201,NE,0.07
69210,NE,0.07
69211,NE,0.055
69212,NE,0.055
69214,NE,0.055
69216,NE,0.055
69217,NE,0.055
69218,NE,0.055
69219,NE,0.055
69220,NE,0.055
69221,NE,0.055
69301,NE,0.07
69331,NE,0.055
69333,NE,0.055
69334,NE,0.055
69335,NE,0.055
69336,NE,0.055
69337,NE,0.075
69339,NE,0.07
69340,NE,0.055
69341,NE,0.07
69343,NE,0.055
69345,NE,0.055
69346,NE,0.055
69347,NE,0.055
69348,NE,0.055
69350,NE,0.055
69351,NE,0.055
69352,NE,0.055
69353,NE,0.055
69354,NE,0.055
69355,NE,0.055
69356,NE,0.055
69357,NE,0.055
69358,NE,0.055
69360,NE,0.055
69361,NE,0.07
69366,NE,0.055
69367,NE,0.055
3031,NH,0
3032,NH,0
3033,NH,0
3034,NH,0
3036,NH,0
3037,NH,0
3038,NH,0
3041,NH,0
3042,NH,0
3043,NH,0
3044,NH,0
3045,NH,0
3046,NH,0
3047,NH,0
3048,NH,0
3049,NH,0
3051,NH,0
3052,NH,0
3053,NH,0
3054,NH,0
3055,NH,0
3057,NH,0
3060,NH,0
3061,NH,0
3062,NH,0
3063,NH,0
3064,NH,0
3070,NH,0
3071,NH,0
3073,NH,0
3076,NH,0
3077,NH,0
3079,NH,0
3082,NH,0
3084,NH,0
3086,NH,0
3087,NH,0
3101,NH,0
3102,NH,0
3103,NH,0
3104,NH,0
3105,NH,0
3106,NH,0
3107,NH,0
3108,NH,0
3109,NH,0
3110,NH,0
3111,NH,0
3215,NH,0
3216,NH,0
3217,NH,0
3218,NH,0
3220,NH,0
3221,NH,0
3222,NH,0
3223,NH,0
3224,NH,0
3225,NH,0
3226,NH,0
3227,NH,0
3229,NH,0
3230,NH,0
3231,NH,0
3233,NH,0
3234,NH,0
3235,NH,0
3237,NH,0
3238,NH,0
3240,NH,0
3241,NH,0
3242,NH,0
3243,NH,0
3244,NH,0
3245,NH,0
3246,NH,0
3249,NH,0
3251,NH,0
3252,NH,0
3253,NH,0
3254,NH,0
3255,NH,0
3256,NH,0
3257,NH,0
3258,NH,0
3259,NH,0
3260,NH,0
3261,NH,0
3262,NH,0
3263,NH,0
3264,NH,0
3266,NH,0
3268,NH,0
3269,NH,0
3272,NH,0
3273,NH,0
3274,NH,0
3275,NH,0
3276,NH,0
3278,NH,0
3279,NH,0
3280,NH,0
3281,NH,0
3282,NH,0
3284,NH,0
3285,NH,0
3287,NH,0
3289,NH,0
3290,NH,0
3291,NH,0
3298,NH,0
3299,NH,0
3301,NH,0
3302,NH,0
3303,NH,0
3304,NH,0
3305,NH,0
3307,NH,0
3431,NH,0
3435,NH,0
3440,NH,0
3441,NH,0
3442,NH,0
3443,NH,0
3444,NH,0
3445,NH,0
3446,NH,0
3447,NH,0
3448,NH,0
3449,NH,0
3450,NH,0
3451,NH,0
3452,NH,0
3455,NH,0
3456,NH,0
3457,NH,0
3458,NH,0
3461,NH,0
3462,NH,0
3464,NH,0
3465,NH,0
3466,NH,0
3467,NH,0
3468,NH,0
3469,NH,0
3470,NH,0
3561,NH,0
3570,NH,0
3574,NH,0
3575,NH,0
3576,NH,0
3579,NH,0
3580,NH,0
3581,NH,0
3582,NH,0
3583,NH,0
3584,NH,0
3585,NH,0
3586,NH,0
3588,NH,0
3589,NH,0
3590,NH,0
3592,NH,0
3593,NH,0
3595,NH,0
3597,NH,0
3598,NH,0
3601,NH,0
3602,NH,0
3603,NH,0
3604,NH,0
3605,NH,0
3607,NH,0
3608,NH,0
3609,NH,0
3740,NH,0
3741,NH,0
3743,NH,0
3745,NH,0
3746,NH,0
3748,NH,0
3749,NH,0
3750,NH,0
3751,NH,0
3752,NH,0
3753,NH,0
3754,NH,0
3755,NH,0
3756,NH,0
3765,NH,0
3766,NH,0
3768,NH,0
3769,NH,0
3770,NH,0
3771,NH,0
3773,NH,0
3774,NH,0
3777,NH,0
3779,NH,0
3780,NH,0
3781,NH,0
3782,NH,0
3784,NH,0
3785,NH,0
3801,NH,0
3802,NH,0
3803,NH,0
3804,NH,0
3805,NH,0
3809,NH,0
3810,NH,0
3811,NH,0
3812,NH,0
3813,NH,0
3814,NH,0
3816,NH,0
3817,NH,0
3818,NH,0
3819,NH,0
3820,NH,0
3821,NH,0
3822,NH,0
3823,NH,0
3824,NH,0
3825,NH,0
3826,NH,0
3827,NH,0
3830,NH,0
3832,NH,0
3833,NH,0
3835,NH,0
3836,NH,0
3837,NH,0
3838,NH,0
3839,NH,0
3840,NH,0
3841,NH,0
3842,NH,0
3843,NH,0
3844,NH,0
3845,NH,0
3846,NH,0
3847,NH,0
3848,NH,0
3849,NH,0
3850,NH,0
3851,NH,0
3852,NH,0
3853,NH,0
3854,NH,0
3855,NH,0
3856,NH,0
3857,NH,0
3858,NH,0
3859,NH,0
3860,NH,0
3861,NH,0
3862,NH,0
3864,NH,0
3865,NH,0
3866,NH,0
3867,NH,0
3868,NH,0
3869,NH,0
3870,NH,0
3871,NH,0
3872,NH,0
3873,NH,0
3874,NH,0
3875,NH,0
3878,NH,0
3882,NH,0
3883,NH,0
3884,NH,0
3885,NH,0
3886,NH,0
3887,NH,0
3890,NH,0
3894,NH,0
3896,NH,0
3897,NH,0
7001,NJ,0.07
7002,NJ,0.07
7003,NJ,0.07
7004,NJ,0.07
7005,NJ,0.07
7006,NJ,0.07
7007,NJ,0.07
7008,NJ,0.07
7009,NJ,0.07
7010,NJ,0.07
7011,NJ,0.07
7012,NJ,0.07
7013,NJ,0.07
7014,NJ,0.07
7015,NJ,0.07
7016,NJ,0.07
7017,NJ,0.07
7018,NJ,0.07
7019,NJ,0.07
7020,NJ,0.07
7021,NJ,0.07
7022,NJ,0.07
7023,NJ,0.07
7024,NJ,0.07
7026,NJ,0.07
7027,NJ,0.07
7028,NJ,0.07
7029,NJ,0.07
7030,NJ,0.07
7031,NJ,0.07
7032,NJ,0.07
7033,NJ,0.07
7034,NJ,0.07
7035,NJ,0.07
7036,NJ,0.07
7039,NJ,0.07
7040,NJ,0.07
7041,NJ,0.07
7042,NJ,0.07
7043,NJ,0.07
7044,NJ,0.07
7045,NJ,0.07
7046,NJ,0.07
